DATE,DATE_WEEK,DATE_MON,PGM_CODE,PGM_NAME,STIME,program_title,guestname,daily_corner,weekly_corner,view_radio_yn,live_yn,dau,dau_prev,dau_chg,dau_d2,dau_r7,dau_r7_prev,dau_r7_chg,dau_r30,dau_r30_prev,dau_r30_chg,new,new_prev,new_chg,new_share,react,react_prev,react_chg,react_share,react_rate,react_rate_prev,react_rate_diff,churn_rate,churn_rate_prev,churn_rate_diff,dau_1min,dau_1min_prev,dau_1min_chg,dau_10min,dau_10min_prev,dau_10min_chg,real_rate,real_rate_prev,real_rate_diff,deep_rate,deep_rate_prev,deep_rate_diff,d1_ret,d1_ret_prev,d1_ret_diff,d7_ret,d7_ret_prev,d7_ret_diff,new_d1_ret,new_d1_ret_prev,new_d1_ret_diff,new_d7_ret,new_d7_ret_prev,new_d7_ret_diff,engage_rate,engage_rate_prev,engage_rate_diff,habit_rate,habit_rate_prev,habit_rate_diff,wau,wau_prev,wau_chg,new_week,new_week_prev,new_week_chg,new_week_share,react_week,react_week_prev,react_week_chg,react_week_share,react_rate_week,react_rate_week_prev,react_rate_week_diff,churn_rate_week,churn_rate_week_prev,churn_rate_week_diff,wau_1min,wau_1min_prev,wau_1min_chg,wau_10min,wau_10min_prev,wau_10min_chg,real_rate_week,real_rate_week_prev,real_rate_week_diff,deep_rate_week,deep_rate_week_prev,deep_rate_week_diff,w1_ret,w1_ret_prev,w1_ret_diff,new_w1_ret,new_w1_ret_prev,new_w1_ret_diff,engage_rate_week,engage_rate_week_prev,engage_rate_week_diff,habit_rate_week,habit_rate_week_prev,habit_rate_week_diff,mau,mau_prev,mau_chg,new_mon,new_mon_prev,new_mon_chg,new_mon_share,react_mon,react_mon_prev,react_mon_chg,react_mon_share,react_rate_mon,react_rate_mon_prev,react_rate_mon_diff,churn_rate_mon,churn_rate_mon_prev,churn_rate_mon_diff,mau_1min,mau_1min_prev,mau_1min_chg,mau_10min,mau_10min_prev,mau_10min_chg,real_rate_mon,real_rate_mon_prev,real_rate_mon_diff,deep_rate_mon,deep_rate_mon_prev,deep_rate_mon_diff,m1_ret,m1_ret_prev,m1_ret_diff,new_m1_ret,new_m1_ret_prev,new_m1_ret_diff,engage_rate_mon,engage_rate_mon_prev,engage_rate_mon_diff,habit_rate_mon,habit_rate_mon_prev,habit_rate_mon_diff
"2026/06/17","2026/06/08","2026/05/01",G00,,,,,,,,,19938,19946,"0.0",23631,63215,60835,"3.9",164654,168541,"-2.3",854,715,"19.4","4.3",4181,4329,"-3.4","21.0","1.6","1.8","-0.2","33.4","29.2","4.2",12136,12268,"-1.1",9558,9685,"-1.3","60.9","61.5","-0.6","78.8","78.9","-0.1","38.89","45.40","-6.5","39.97","31.59","8.4","8.24","11.66","-3.4","6.15","5.23","0.9","0.4","0.3","0.1","0.0","0.0","0.0",61146,62058,"-1.5",4815,4847,"-0.7","7.9",,,,,,,,"24.3","25.6","-1.3",32529,33038,"-1.5",25215,25695,"-1.9","53.2","53.2","0.0","77.5","77.8","-0.3","46.31","46.41","-0.1","1.84","1.77","0.1","0.7","0.7","0.0","0.0","0.0","0.0",168480,182331,"-7.6",25289,30879,"-18.1","15.0",3180,,,"1.9","5.7",,,"23.9",,,82247,89405,"-8.0",61481,66878,"-8.1","48.8","49.0","-0.2","74.8","74.8","0.0","44.96","46.86","-1.9","2.33","10.73","-8.4","0.9","0.9","0.0","0.0","0.5","-0.5"
"2026/06/17","2026/06/08","2026/05/01",L00,,,,,,,,,116071,114462,"1.4",132092,252587,242327,"4.2",461543,466647,"-1.1",3213,2730,"17.7","2.8",28426,28430,"0.0","24.5","4.5","4.7","-0.2","34.3","27.9","6.4",69533,69882,"-0.5",58372,59123,"-1.3","59.9","61.1","-1.2","83.9","84.6","-0.7","57.66","64.38","-6.7","60.78","54.62","6.2","18.77","26.57","-7.8","18.83","13.05","5.8","2.4","2.4","0.0","6.8","6.8","0.0",241400,244520,"-1.3",15370,15880,"-3.2","6.4",,,,,,,,"26.6","26.7","-0.1",141255,142855,"-1.1",113521,114328,"-0.7","58.5","58.4","0.1","80.4","80.0","0.4","68.08","68.15","-0.1","8.43","7.74","0.7","3.1","3.1","0.0","2.3","2.3","0.0",469458,465627,"0.8",73872,87060,"-15.1","15.7",28431,,,"6.1","30.6",,,"28.5",,,277367,283117,"-2.0",207948,213429,"-2.6","59.1","60.8","-1.7","75.0","75.4","-0.4","66.62","65.77","0.9","8.02","23.32","-15.3","3.8","4.2","-0.4","1.0","2.0","-1.0"
"2026/06/17","2026/06/08","2026/05/01",L01,"YESTERDAY 20",0000,"YESTERDAY 20",,,,N,"녹음",5622,5252,"7.0",5142,16333,16793,"-2.7",46084,47515,"-3.0",175,131,"33.6","3.1",492,387,"27.1","8.8","0.7","0.5","0.2","20.2","21.4","-1.2",3948,3698,"6.8",3214,3045,"5.6","70.2","70.4","-0.2","81.4","82.3","-0.9","44.61","41.91","2.7","36.67","32.08","4.6","22.41","26.42","-4.0","15.27","9.46","5.8","2.2","2.1","0.1","13.3","10.6","2.7",16384,16926,"-3.2",683,721,"-5.3","4.2",,,,,,,,"18.1","18.4","-0.3",10832,11045,"-1.9",8618,8666,"-0.6","66.1","65.3","0.8","79.6","78.5","1.1","44.92","44.98","-0.1","8.18","8.35","-0.2","3.0","3.0","0.0","4.0","3.2","0.8",48567,48324,"0.5",3619,4111,"-12.0","7.5",183,,,"0.4","1.2",,,"17.4",,,30171,31194,"-3.3",22906,23899,"-4.2","62.1","64.6","-2.5","75.9","76.6","-0.7","44.89","44.21","0.7","4.21","6.74","-2.5","2.8","3.1","-0.3","0.8","0.9","-0.1"
"2026/06/17","2026/06/08","2026/05/01",L02,"Love20(재)",0200,"Love 20",,,,N,"녹음",3501,3348,"4.6",3234,10426,10941,"-4.7",30063,30958,"-2.9",107,99,"8.1","3.1",380,358,"6.1","10.9","0.8","0.8","0.0","19.5","22.4","-2.9",2862,2715,"5.4",2509,2371,"5.8","81.7","81.1","0.6","87.7","87.3","0.4","46.23","41.71","4.5","36.62","31.63","5.0","18.09","19.66","-1.6","16.16","16.22","-0.1","1.3","2.0","-0.7","18.8","13.2","5.6",10578,10713,"-1.3",504,431,"16.9","4.8",,,,,,,,"17.3","18.5","-1.2",8141,8222,"-1.0",6945,6921,"0.3","77.0","76.7","0.3","85.3","84.2","1.1","43.82","42.86","1.0","9.28","5.96","3.3","2.9","2.7","0.2","4.2","4.2","0.0",31667,31439,"0.7",2383,2845,"-16.2","7.5",180,,,"0.6","1.8",,,"16.7",,,22918,23079,"-0.7",18733,19280,"-2.8","72.4","73.4","-1.0","81.7","83.5","-1.8","44.67","43.61","1.1","3.48","6.88","-3.4","2.4","2.5","-0.1","1.0","0.9","0.1"
"2026/06/17","2026/06/08","2026/05/01",L03,"OLDIES 20(재)",0400,"OLDIES 20",,,,N,"녹음",9523,9272,"2.7",9311,24331,24933,"-2.4",58126,55660,"4.4",121,95,"27.4","1.3",1087,987,"10.1","11.4","1.3","1.2","0.1","16.0","16.4","-0.4",6040,6047,"-0.1",3833,3858,"-0.6","63.4","65.2","-1.8","63.5","63.8","-0.3","50.47","51.25","-0.8","46.17","38.39","7.8","20.49","25.23","-4.7","21.05","21.30","-0.2","0.7","0.6","0.1","13.0","11.1","1.9",24827,25280,"-1.8",619,598,"3.5","2.5",,,,,,,,"12.2","12.9","-0.7",15971,15984,"-0.1",11070,10843,"2.1","64.3","63.2","1.1","69.3","67.8","1.5","54.04","54.16","-0.1","10.70","8.36","2.3","1.2","1.2","0.0","5.5","4.2","1.3",57762,54373,"6.2",2958,3679,"-19.6","5.1",272,,,"0.5","1.9",,,"12.6",,,36669,35754,"2.6",25134,24740,"1.6","63.5","65.8","-2.3","68.5","69.2","-0.7","55.16","54.32","0.8","3.48","8.41","-4.9","1.5","1.5","0.0","1.2","1.1","0.1"
"2026/06/17","2026/06/08","2026/05/01",L04,,,,,,,,,0,0,,0,0,0,,0,0,,0,0,,,0,0,,,0,0,"0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,,0,0,,,,,,,,,,,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,,0,0,,,0,,,,0,,,,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0"
"2026/06/17","2026/06/08","2026/05/01",L05,"고현준의 뉴스 브리핑",0600,"고현준의 뉴스 브리핑","이태연, 최민석, 박정호","헤이, 고뉴브(1부), 뉴스브리핑 아침 배송(3부)","그 남자의 TMI (2부)",Y,"생방송",22576,22353,"1.0",22478,39075,40175,"-2.7",78386,75802,"3.4",198,165,"20.0","0.9",2336,2209,"5.7","10.3","2.1","2.1","0.0","13.3","13.4","-0.1",18285,18322,"-0.2",15622,15576,"0.3","81.0","82.0","-1.0","85.4","85.0","0.4","67.30","67.25","0.0","63.70","54.65","9.1","32.53","33.33","-0.8","24.24","19.82","4.4","0.8","0.7","0.1","14.1","12.4","1.7",42107,42738,"-1.5",660,669,"-1.3","1.6",,,,,,,,"9.7","9.6","0.1",31466,31891,"-1.3",27083,27245,"-0.6","74.7","74.6","0.1","86.1","85.4","0.7","66.09","67.36","-1.3","8.52","6.49","2.0","1.1","1.0","0.1","4.7","4.2","0.5",75867,76194,"-0.4",2730,3958,"-31.0","3.6",463,,,"0.6","2.5",,,"9.8",,,51816,53199,"-2.6",42003,42931,"-2.2","68.3","69.8","-1.5","81.1","80.7","0.4","61.90","63.35","-1.5","3.59","12.34","-8.7","1.4","1.6","-0.2","1.5","1.2","0.3"
"2026/06/17","2026/06/08","2026/05/01",L06,"김태현의 정치쇼",0700,"김태현의 정치쇼","김도형, 강찬호, 김준일, 최선호",,,Y,"생방송",41793,41422,"0.9",41976,82172,85146,"-3.5",169159,164357,"2.9",548,442,"24.0","1.3",5936,5939,"-0.1","14.2","2.5","2.7","-0.2","18.9","18.2","0.7",24335,24549,"-0.9",18266,18788,"-2.8","58.2","59.3","-1.1","75.1","76.5","-1.4","58.08","59.14","-1.1","55.97","46.48","9.5","21.43","26.11","-4.7","19.68","10.03","9.7","0.8","0.8","0.0","10.1","6.5","3.6",88263,90860,"-2.9",1929,2045,"-5.7","2.2",,,,,,,,"14.0","12.7","1.3",47817,49879,"-4.1",35720,37358,"-4.4","54.2","54.9","-0.7","74.7","74.9","-0.2","63.53","65.04","-1.5","8.90","8.18","0.7","1.1","1.2","-0.1","2.8","2.9","-0.1",163731,167079,"-2.0",7822,11957,"-34.6","4.8",1836,,,"1.1","4.7",,,"13.3",,,84717,89111,"-4.9",56805,58953,"-3.6","51.7","53.3","-1.6","67.1","66.2","0.9","62.80","63.78","-1.0","3.93","14.01","-10.1","1.6","1.7","-0.1","1.1","0.9","0.2"
"2026/06/17","2026/06/08","2026/05/01",L07,"이숙영의 러브FM",0900,"이숙영의 러브FM","송유택, 이재익","내 안의 그대 (2부)"," , 이러엠 커피타임(1부), 내 안의 그대(참여)(2부), 추팝 : 추억이 흐르는 팝(참여)(4부)",N,"생방송",25521,25922,"-1.5",33074,62956,57668,"9.2",145020,137984,"5.1",432,415,"4.1","1.7",4138,4091,"1.1","16.2","2.0","2.1","-0.1","29.8","21.6","8.2",18178,18530,"-1.9",14547,14885,"-2.3","71.2","71.5","-0.3","80.0","80.3","-0.3","39.94","50.98","-11.0","47.69","34.08","13.6","11.15","23.91","-12.8","19.76","11.02","8.7","1.5","1.5","0.0","14.1","14.1","0.0",63181,65462,"-3.5",1833,1621,"13.1","2.9",,,,,,,,"14.6","14.9","-0.3",40265,41694,"-3.4",31440,32265,"-2.6","63.7","63.7","0.0","78.1","77.4","0.7","54.01","53.93","0.1","9.01","7.61","1.4","1.8","1.7","0.1","4.0","4.6","-0.6",140005,136617,"2.5",7328,10926,"-32.9","5.2",1045,,,"0.7","2.9",,,"14.0",,,83363,84467,"-1.3",61092,61138,"-0.1","59.5","61.8","-2.3","73.3","72.4","0.9","57.11","56.08","1.0","3.69","10.80","-7.1","2.2","2.3","-0.1","1.4","1.0","0.4"
"2026/06/17","2026/06/08","2026/05/01",L08,"박연미의 목돈연구소",1100,"박연미의 목돈연구소","이광수 / 김인만",,"1타 경제이슈(1부), 부동산연구소(2부)",Y,"생방송",17269,17417,"-0.8",20626,50837,48582,"4.6",122251,122431,"-0.1",295,294,"0.3","1.7",2600,2602,"-0.1","15.1","1.4","1.5","-0.1","24.7","19.5","5.2",13778,14114,"-2.4",11787,11985,"-1.7","79.8","81.0","-1.2","85.5","84.9","0.6","42.93","51.02","-8.1","47.38","32.54","14.8","11.66","25.69","-14.0","23.47","11.11","12.4","1.1","0.9","0.2","19.8","17.2","2.6",47887,48986,"-2.2",1698,1439,"18.0","3.5",,,,,,,,"14.0","14.2","-0.2",33069,34152,"-3.2",27273,28111,"-3.0","69.1","69.7","-0.6","82.5","82.3","0.2","51.29","51.49","-0.2","9.10","7.83","1.3","1.6","1.6","0.0","4.1","5.2","-1.1",124923,121677,"2.7",6886,9413,"-26.8","5.5",813,,,"0.7","2.4",,,"13.3",,,76341,77698,"-1.7",58630,59122,"-0.8","61.1","63.9","-2.8","76.8","76.1","0.7","53.81","52.01","1.8","3.54","9.76","-6.2","1.8","2.2","-0.4","1.5","1.1","0.4"
"2026/06/17","2026/06/08","2026/05/01",L09,"유민상의 배고픈 라디오",1200,"유민상의 배고픈 라디오","김현정","배고픈 자들이여, 내게 오라","만남의 광장, 배고픈 자들이여, 내게 오라!, 유배라 놀이동산",Y,"생방송",21845,21825,"0.1",26536,68878,65385,"5.3",167556,171140,"-2.1",533,451,"18.2","2.4",3718,3613,"2.9","17.0","1.5","1.5","0.0","27.8","22.1","5.7",14555,14601,"-0.3",11004,11166,"-1.5","66.6","66.9","-0.3","75.6","76.5","-0.9","36.93","44.52","-7.6","41.25","28.17","13.1","11.42","23.86","-12.4","17.29","7.69","9.6","3.1","3.0","0.1","10.7","12.2","-1.5",65437,66280,"-1.3",2496,2613,"-4.5","3.8",,,,,,,,"16.8","16.9","-0.1",38962,39791,"-2.1",29440,29970,"-1.8","59.5","60.0","-0.5","75.6","75.3","0.3","49.95","49.42","0.5","6.81","7.10","-0.3","2.7","2.6","0.1","3.0","2.8","0.2",173566,169157,"2.6",12379,16689,"-25.8","7.1",1409,,,"0.8","3.1",,,"16.3",,,99188,101566,"-2.3",72004,73471,"-2.0","57.1","60.0","-2.9","72.6","72.3","0.3","55.06","53.77","1.3","3.65","10.44","-6.8","2.8","3.3","-0.5","1.0","0.7","0.3"
"2026/06/17","2026/06/08","2026/05/01",L10,"그대의 오후 정엽입니다",1400,"그대의 오후, 정엽입니다",,,"수요 디렉터스컷, 수퀴즈",Y,"생방송",20710,20375,"1.6",26731,71399,66105,"8.0",178605,186685,"-4.3",621,491,"26.5","3.0",4318,4210,"2.6","20.8","1.6","1.6","0.0","33.1","27.0","6.1",11127,11109,"0.2",8661,8636,"0.3","53.7","54.5","-0.8","77.8","77.7","0.1","30.41","38.97","-8.6","35.94","24.68","11.3","6.65","15.86","-9.2","14.26","7.36","6.9","1.5","1.3","0.2","8.3","7.1","1.2",65647,68735,"-4.5",2965,3692,"-19.7","4.5",,,,,,,,"21.1","19.8","1.3",32698,33301,"-1.8",24046,24260,"-0.9","49.8","48.4","1.4","73.5","72.9","0.6","45.60","46.01","-0.4","4.69","5.18","-0.5","1.6","1.6","0.0","1.9","1.5","0.4",187836,182501,"2.9",15900,20275,"-21.6","8.5",2562,,,"1.4","5.2",,,"18.5",,,90671,94194,"-3.7",62380,65389,"-4.6","48.3","51.6","-3.3","68.8","69.4","-0.6","53.79","53.21","0.6","3.98","11.25","-7.3","1.8","1.9","-0.1","0.6","0.6","0.0"
"2026/06/17","2026/06/08","2026/05/01",L11,"인생은 오디션",1600,"인생은 오디션","에녹",,"인생 한 소절, 주제파악",Y,"생방송",10387,10053,"3.3",14632,31760,27684,"14.7",87940,87632,"0.4",301,212,"42.0","2.9",1435,1425,"0.7","13.8","1.0","1.1","-0.1","28.4","21.9","6.5",5996,5953,"0.7",4401,4457,"-1.3","57.7","59.2","-1.5","73.4","74.9","-1.5","24.94","34.04","-9.1","32.03","20.59","11.4","6.50","12.50","-6.0","15.57","5.83","9.7","1.7","1.5","0.2","11.0","9.6","1.4",31579,32122,"-1.7",975,1017,"-4.1","3.1",,,,,,,,"14.4","14.3","0.1",16295,16571,"-1.7",11510,11560,"-0.4","51.6","51.6","0.0","70.6","69.8","0.8","40.07","39.60","0.5","6.29","5.75","0.5","1.9","1.9","0.0","2.9","2.9","0.0",85948,91202,"-5.8",4540,7069,"-35.8","5.3",299,,,"0.3","1.0",,,"12.9",,,43050,48999,"-12.1",28074,31038,"-9.5","50.1","53.7","-3.6","65.2","63.3","1.9","45.21","48.62","-3.4","2.70","6.75","-4.0","2.1","2.4","-0.3","1.0","0.6","0.4"
"2026/06/17","2026/06/08","2026/05/01",L12,"6시 저녁바람 김창완입니다",1800,"6시 저녁바람 김창완입니다",,,,N,"생방송",16087,16092,"0.0",24961,58207,51130,"13.8",135548,133330,"1.7",366,322,"13.7","2.3",2949,3003,"-1.8","18.3","1.4","1.6","-0.2","33.1","23.7","9.4",9140,9304,"-1.8",6687,6798,"-1.6","56.8","57.8","-1.0","73.2","73.1","0.1","25.40","36.05","-10.6","34.26","28.61","5.6","5.36","13.50","-8.1","13.04","5.93","7.1","2.0","1.9","0.1","5.4","8.6","-3.2",51842,51116,"1.4",1909,1932,"-1.2","3.7",,,,,,,,"15.5","15.8","-0.3",28266,27976,"1.0",20104,19820,"1.4","54.5","54.7","-0.2","71.1","70.8","0.3","48.95","47.43","1.5","5.43","4.93","0.5","2.1","2.2","-0.1","1.6","1.8","-0.2",133659,134170,"-0.4",9307,13295,"-30.0","7.0",932,,,"0.7","2.4",,,"15.0",,,73007,77887,"-6.3",49378,52555,"-6.0","54.6","58.1","-3.5","67.6","67.5","0.1","52.78","52.80","0.0","2.91","9.63","-6.7","2.3","2.6","-0.3","0.6","0.6","0.0"
"2026/06/17","2026/06/08","2026/05/01",L13,"편상욱의 뉴스직격",1700,"편상욱의 뉴스직격","김수민, 김철근, 장혜영",,,Y,"생방송",10388,10572,"-1.7",17824,35053,29024,"20.8",88498,84033,"5.3",229,194,"18.0","2.2",1364,1462,"-6.7","13.1","1.0","1.2","-0.2","34.8","19.9","14.9",5571,5899,"-5.6",3972,4162,"-4.6","53.6","55.8","-2.2","71.3","70.6","0.7","21.41","34.49","-13.1","32.26","22.43","9.8","4.85","16.14","-11.3","12.37","5.03","7.3","1.3","1.4","-0.1","9.0","11.2","-2.2",33032,32063,"3.0",911,834,"9.2","2.8",,,,,,,,"13.0","13.1","-0.1",16075,15965,"0.7",11095,11042,"0.5","48.7","49.8","-1.1","69.0","69.2","-0.2","43.29","41.96","1.3","8.27","5.03","3.2","1.6","1.6","0.0","2.9","2.8","0.1",82160,87121,"-5.7",3813,5975,"-36.2","4.6",235,,,"0.3","0.8",,,"11.7",,,39092,43530,"-10.2",24706,27157,"-9.0","47.6","50.0","-2.4","63.2","62.4","0.8","46.81","48.87","-2.1","2.49","6.78","-4.3","1.7","1.7","0.0","0.9","0.6","0.3"
"2026/06/17","2026/06/08","2026/05/01",L14,"김윤상의 뮤직투나잇",2000,"김윤상의 뮤직투나잇","동안의사 권준연",,"지인초대석, 오늘의 일기",Y,"생방송",10834,10533,"2.9",14091,38983,35849,"8.7",104782,104888,"-0.1",356,273,"30.4","3.3",1825,1828,"-0.2","16.8","1.1","1.2","-0.1","29.3","23.4","5.9",6918,6762,"2.3",5039,4983,"1.1","63.9","64.2","-0.3","72.8","73.7","-0.9","26.80","33.71","-6.9","31.52","27.98","3.5","5.80","13.11","-7.3","10.99","5.20","5.8","2.6","2.8","-0.2","5.3","4.9","0.4",36260,36617,"-1.0",1792,2102,"-14.7","4.9",,,,,,,,"18.3","19.7","-1.4",21426,21488,"-0.3",15575,15421,"1.0","59.1","58.7","0.4","72.7","71.8","0.9","41.56","39.73","1.8","3.90","3.18","0.7","2.9","2.8","0.1","1.6","1.5","0.1",106242,104869,"1.3",10358,12286,"-15.7","9.7",503,,,"0.5","1.5",,,"16.9",,,57912,59923,"-3.4",39484,40361,"-2.2","54.5","57.1","-2.6","68.2","67.4","0.8","46.26","45.76","0.5","2.55","6.82","-4.3","2.9","2.9","0.0","0.4","0.5","-0.1"
"2026/06/17","2026/06/08","2026/05/01",L15,"음악이 흐르는 밤 박은경입니다",2200,"음악이 흐르는 밤, 박은경입니다",,,,Y,"생방송",8699,8750,"-0.6",10255,29058,27890,"4.2",78667,79419,"-0.9",253,370,"-31.6","2.9",1408,1363,"3.3","16.2","1.1","1.2","-0.1","22.3","18.9","3.4",6015,6067,"-0.9",4764,4832,"-1.4","69.1","69.3","-0.2","79.2","79.6","-0.4","35.11","38.55","-3.4","34.57","34.02","0.5","12.89","12.46","0.4","7.03","8.85","-1.8","3.4","2.7","0.7","6.5","3.6","2.9",28446,27931,"1.8",1740,1558,"11.7","6.1",,,,,,,,"19.2","18.8","0.4",18229,18192,"0.2",14101,13820,"2.0","64.1","65.1","-1.0","77.4","76.0","1.4","43.37","42.63","0.7","5.26","5.19","0.1","3.2","3.3","-0.1","1.7","1.6","0.1",80350,82673,"-2.8",7478,9434,"-20.7","9.3",530,,,"0.7","2.0",,,"17.6",,,49089,52915,"-7.2",35882,38200,"-6.1","61.1","64.0","-2.9","73.1","72.2","0.9","45.08","47.03","-2.0","3.23","8.11","-4.9","3.0","3.6","-0.6","0.6","0.8","-0.2"
"2026/06/17","2026/06/08","2026/05/01",M05,"김선재의 책하고놀자",0600,,,,,,,0,0,,0,12204,11963,"2.0",31919,33049,"-3.4",0,0,,,0,0,,,"0.0","0.0","0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",8194,8030,"2.0",187,171,"9.4","2.3",,,,,,,,"8.9","8.1","0.8",4978,4868,"2.3",3568,3567,"0.0","60.8","60.6","0.2","71.7","73.3","-1.6","31.78","30.66","1.1","9.36","8.29","1.1","1.0","1.1","-0.1","0.0","0.0","0.0",36565,30056,"21.7",975,1249,"-21.9","2.7",58,,,"0.2","0.7",,,"8.3",,,20984,17844,"17.6",14588,12624,"15.6","57.4","59.4","-2.0","69.5","70.7","-1.2","48.77","45.18","3.6","2.16","4.96","-2.8","0.9","0.9","0.0","0.0","0.0","0.0"
"2026/06/17","2026/06/08","2026/05/01",M07,"최영주의 러브FM",0900,,,,,"",,0,0,,0,28149,28237,"-0.3",75122,83124,"-9.6",0,0,,,0,0,,,"0.0","0.0","0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",17774,17901,"-0.7",648,652,"-0.6","3.6",,,,,,,,"13.5","12.2","1.3",10734,10803,"-0.6",7951,8021,"-0.9","60.4","60.3","0.1","74.1","74.2","-0.1","29.15","28.20","0.9","5.83","4.51","1.3","2.6","2.4","0.2","0.0","0.0","0.0",88362,78396,"12.7",3647,4215,"-13.5","4.1",270,,,"0.3","1.3",,,"10.8",,,49126,45615,"7.7",35194,32356,"8.8","55.6","58.2","-2.6","71.6","70.9","0.7","50.21","45.92","4.3","3.42","7.42","-4.0","1.7","2.0","-0.3","0.0","0.0","0.0"
"2026/06/17","2026/06/08","2026/05/01",M10,"DJ래피의 드라이브 뮤직",0700,,,,,,,0,0,,0,26671,26171,"1.9",68203,72723,"-6.2",0,0,,,0,0,,,"0.0","0.0","0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",18219,17396,"4.7",508,462,"10.0","2.8",,,,,,,,"11.2","10.6","0.6",10190,9905,"2.9",7813,7486,"4.4","55.9","56.9","-1.0","76.7","75.6","1.1","33.31","30.83","2.5","4.76","4.88","-0.1","2.4","2.5","-0.1","0.0","0.0","0.0",78836,68226,"15.6",2732,3348,"-18.4","3.5",228,,,"0.3","1.3",,,"9.7",,,41403,37075,"11.7",29947,26889,"11.4","52.5","54.3","-1.8","72.3","72.5","-0.2","52.19","47.31","4.9","2.96","8.35","-5.4","1.9","2.0","-0.1","0.0","0.0","0.0"
"2026/06/17","2026/06/08","2026/05/01",M11,"DJ래피의 드라이브 뮤직",1600,,,,,,,0,0,,0,17751,18208,"-2.5",53512,60425,"-11.4",0,0,,,0,0,,,"0.0","0.0","0.0",,,,0,0,,0,0,,,,,,,,0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",0,0,"0.0",10407,10604,"-1.9",604,572,"5.6","5.8",,,,,,,,"15.0","14.0","1.0",5457,5551,"-1.7",3891,3911,"-0.5","52.4","52.3","0.1","71.3","70.5","0.8","20.89","20.74","0.2","4.37","3.07","1.3","3.1","3.5","-0.4","0.0","0.0","0.0",65035,55928,"16.3",3255,3605,"-9.7","5.0",131,,,"0.2","0.8",,,"11.6",,,32111,29635,"8.4",21563,19904,"8.3","49.4","53.0","-3.6","67.2","67.2","0.0","41.39","36.59","4.8","2.14","4.26","-2.1","2.0","2.1","-0.1","0.0","0.0","0.0"
"2026/06/17","2026/06/08","2026/05/01",P00,,,,,,,,,8392,7886,"6.4",10779,28439,26489,"7.4",81174,80144,"1.3",298,250,"19.2","3.6",1225,1170,"4.7","14.6","0.9","1.0","-0.1","30.9","24.2","6.7",3991,3861,"3.4",2949,2757,"7.0","47.6","49.0","-1.4","73.9","71.4","2.5","28.81","36.85","-8.0","33.77","25.40","8.4","4.46","9.85","-5.4","5.20","4.65","0.5","0.7","0.7","0.0","0.0","0.0","0.0",27417,27781,"-1.3",1528,1593,"-4.1","5.6",,,,,,,,"17.4","18.0","-0.6",11574,11978,"-3.4",8289,8615,"-3.8","42.2","43.1","-0.9","71.6","71.9","-0.3","38.31","39.21","-0.9","1.95","2.75","-0.8","1.3","1.2","0.1","0.0","0.1","-0.1",80537,83670,"-3.7",7305,9404,"-22.3","9.1",614,,,"0.8","2.1",,,"15.7",,,32066,33250,"-3.6",21914,22734,"-3.6","39.8","39.7","0.1","68.3","68.4","-0.1","41.42","41.85","-0.4","2.40","9.14","-6.7","1.6","1.5","0.1","0.0","0.4","-0.4"
"2026/06/17","2026/06/08","2026/05/01",T00,,,,,,,,,182679,181709,"0.5",198549,346847,336610,"3.0",614456,633424,"-3.0",6267,5321,"17.8","3.4",44177,44414,"-0.5","24.2","5.1","5.4","-0.3","32.4","27.1","5.3",166233,167698,"-0.9",151489,154015,"-1.6","91.0","92.3","-1.3","91.1","91.8","-0.7","67.36","72.64","-5.3","68.74","61.56","7.2","24.46","32.17","-7.7","23.75","14.98","8.8","3.0","2.8","0.2","15.6","15.7","-0.1",335781,340745,"-1.5",28109,28129,"-0.1","8.4",,,,,,,,"28.4","28.7","-0.3",299457,304508,"-1.7",272373,275894,"-1.3","89.2","89.4","-0.2","91.0","90.6","0.4","71.60","71.34","0.3","9.94","8.74","1.2","4.6","4.6","0.0","4.6","4.7","-0.1",632469,637159,"-0.7",132379,151579,"-12.7","20.9",47576,,,"7.5","36.2",,,"34.4",,,533255,540700,"-1.4",470613,476392,"-1.2","84.3","84.9","-0.6","88.3","88.1","0.2","65.60","65.51","0.1","7.21","20.11","-12.9","6.1","6.9","-0.8","1.8","3.1","-1.3"
